Country Name,Country Code,Region,Income group,Year,Population,Basic Sanitation Access (Pct of Pop),Basic Drinking Water Access (Pct of Pop),Mobile Cellular Subscriptions (per 100 people)
Moldova,MDA,Europe & Central Asia,Lower middle income,2013,3558566,77.50737697,86.47394803,90.78749223
Madagascar,MDG,Sub-Saharan Africa,Low income,2013,22961146,8.969380761,48.62814982,36.84972867
Maldives,MDV,South Asia,Upper middle income,2013,397397,95.98265804,97.96662063,157.3139707
Mexico,MEX,Latin America & Caribbean,Upper middle income,2013,122535969,87.63144023,97.18941163,87.11513352
Marshall Islands,MHL,East Asia & Pacific,Upper middle income,2013,52793,86.74144956,78.31187777,
"Macedonia, FYR",MKD,Europe & Central Asia,Upper middle income,2013,2075739,90.8932337,96.77686198,107.7808915
Mali,MLI,Sub-Saharan Africa,Low income,2013,16477818,29.69189719,71.00974177,119.8542853
Malta,MLT,Middle East & North Africa,High income,2013,425967,99.96721469,100,131.5197308
Myanmar,MMR,East Asia & Pacific,Lower middle income,2013,51448196,65.3176934,65.85458293,13.28011579
Montenegro,MNE,Europe & Central Asia,Upper middle income,2013,621207,95.09160663,96.47959287,158.493304
Mongolia,MNG,East Asia & Pacific,Lower middle income,2013,2869107,58.48392281,81.2649034,100.2954578
Northern Mariana Islands,MNP,East Asia & Pacific,High income,2013,54036,78.83759201,99.25531493,
Mozambique,MOZ,Sub-Saharan Africa,Low income,2013,26434372,21.96806163,43.81807802,46.91350337
Mauritania,MRT,Sub-Saharan Africa,Lower middle income,2013,3946170,41.70418876,67.72193215,101.0649567
Mauritius,MUS,Sub-Saharan Africa,Upper middle income,2013,1258653,93.15312487,99.86551562,122.1709724
Malawi,MWI,Sub-Saharan Africa,Low income,2013,16577147,42.33069076,65.11883139,31.91166731
Malaysia,MYS,East Asia & Pacific,Upper middle income,2013,29706724,99.41890141,96.61439086,144.7652053
Namibia,NAM,Sub-Saharan Africa,Upper middle income,2013,2316520,33.14560613,78.51725829,117.7590955
New Caledonia,NCL,East Asia & Pacific,High income,2013,263650,100,98.29737957,91.83279939
Niger,NER,Sub-Saharan Africa,Low income,2013,18426372,11.90699007,44.71944995,38.0232202
Nigeria,NGA,Sub-Saharan Africa,Lower middle income,2013,171829303,33.00784367,64.74602001,74.05377883
Nicaragua,NIC,Latin America & Caribbean,Lower middle income,2013,5945747,74.22697807,81.99047081,114.5176544
Netherlands,NLD,Europe & Central Asia,High income,2013,16804432,97.7563903,100,115.6018288
Norway,NOR,Europe & Central Asia,High income,2013,5079623,98.060183,100,112.1122467
Nepal,NPL,South Asia,Low income,2013,27985310,42.63887314,86.72654717,76.33393734
Nauru,NRU,East Asia & Pacific,Upper middle income,2013,10821,65.59552643,100,
New Zealand,NZL,East Asia & Pacific,High income,2013,4442100,100,100,105.5001996
Oman,OMN,Middle East & North Africa,High income,2013,3711481,98.86287404,88.58098785,151.352681
Pakistan,PAK,South Asia,Lower middle income,2013,181712595,54.82864491,88.64187013,70.29633031
Panama,PAN,Latin America & Caribbean,High income,2013,3838462,75.18958341,94.13472803,161.6438042
Peru,PER,Latin America & Caribbean,Upper middle income,2013,30565716,75.12345399,88.7617781,97.47292359
Philippines,PHL,East Asia & Pacific,Lower middle income,2013,98481032,73.85202734,89.88573673,104.4095161
Palau,PLW,East Asia & Pacific,High income,2013,20920,100,98.94098213,85.7791587
Papua New Guinea,PNG,East Asia & Pacific,Lower middle income,2013,7592865,18.59237916,36.58101796,39.51077755
Poland,POL,Europe & Central Asia,High income,2013,38040196,96.62387174,97.8912865,148.717357
Puerto Rico,PRI,Latin America & Caribbean,High income,2013,3593077,97.14399025,97.10958003,83.63723706
"Korea, Dem. People’s Rep.",PRK,East Asia & Pacific,Low income,2013,24985976,77.09085616,99.62315595,9.685433141
Portugal,PRT,Europe & Central Asia,High income,2013,10457295,99.18665726,99.86819791,113.899737
Paraguay,PRY,Latin America & Caribbean,Upper middle income,2013,6465740,88.76068029,95.91527435,109.0872352
West Bank and Gaza,PSE,Middle East & North Africa,Lower middle income,2013,4169506,95.79634596,87.77462464,72.26478511
French Polynesia,PYF,East Asia & Pacific,High income,2013,273528,96.96298105,100,88.98357755
Qatar,QAT,Middle East & North Africa,High income,2013,2250473,99.87037037,100,147.0958772
Romania,ROU,Europe & Central Asia,Upper middle income,2013,19983693,81.73030695,100,114.1607063
Russian Federation,RUS,Europe & Central Asia,Upper middle income,2013,143506911,88.12428781,96.22286237,152.0226901
Rwanda,RWA,Sub-Saharan Africa,Low income,2013,11065151,60.30064222,55.42601935,60.45247824
Saudi Arabia,SAU,Middle East & North Africa,High income,2013,29944476,100,99.99289263,177.3415571
Sudan,SDN,Sub-Saharan Africa,Lower middle income,2013,36849918,32.06063927,56.09636532,75.05545874
Senegal,SEN,Sub-Saharan Africa,Low income,2013,14120320,46.99893057,73.40519018,93.01327449
Singapore,SGP,East Asia & Pacific,High income,2013,5399162,100,100,157.4026593
Solomon Islands,SLB,East Asia & Pacific,Lower middle income,2013,563513,29.96144983,66.84954469,57.33763019
Sierra Leone,SLE,Sub-Saharan Africa,Low income,2013,6922079,13.92171701,55.40455209,57.78610732
El Salvador,SLV,Latin America & Caribbean,Lower middle income,2013,6250777,89.85320114,91.65894753,143.8525003
San Marino,SMR,Europe & Central Asia,High income,2013,32303,100,100,113.8593939
Somalia,SOM,Sub-Saharan Africa,Low income,2013,13132349,17.15145762,37.31883884,39.46742506
Serbia,SRB,Europe & Central Asia,Upper middle income,2013,7164132,95.02340947,90.00349929,129.2978485
South Sudan,SSD,Sub-Saharan Africa,Low income,2013,11177490,8.661834928,46.57505017,25.52655382
Sao Tome and Principe,STP,Sub-Saharan Africa,Lower middle income,2013,187045,37.50398082,78.07313278,67.00473148
Suriname,SUR,Latin America & Caribbean,Upper middle income,2013,542540,79.24539648,94.69100479,160.0987946
Slovak Republic,SVK,Europe & Central Asia,High income,2013,5413393,98.91645629,97.932845,114.4380319
Slovenia,SVN,Europe & Central Asia,High income,2013,2059953,99.10732751,99.52986054,110.5247568
Sweden,SWE,Europe & Central Asia,High income,2013,9600379,99.30708355,100,124.9512155
Eswatini,SWZ,Sub-Saharan Africa,Lower middle income,2013,1271456,56.83223125,65.49057215,70.23443989
Sint Maarten (Dutch part),SXM,Latin America & Caribbean,High income,2013,36607,98.72001072,95.5,
Seychelles,SYC,Sub-Saharan Africa,High income,2013,89949,99.57709979,96.23298618,147.458632
Syrian Arab Republic,SYR,Middle East & North Africa,Low income,2013,19809141,92.89427564,96.70771173,62.04786972
Turks and Caicos Islands,TCA,Latin America & Caribbean,High income,2013,33108,87.48181818,93.75909091,
Chad,TCD,Sub-Saharan Africa,Low income,2013,13133589,9.546279576,42.00114498,34.72960057
Togo,TGO,Sub-Saharan Africa,Low income,2013,7042948,13.51417619,60.49953781,60.52853152
Thailand,THA,East Asia & Pacific,Upper middle income,2013,68143065,95.00954201,97.81162645,137.7234793
Tajikistan,TJK,Europe & Central Asia,Low income,2013,8177809,95.09433158,72.89671581,92.16527312
Turkmenistan,TKM,Europe & Central Asia,Upper middle income,2013,5366277,96.4043787,93.18346301,114.1443127
Timor-Leste,TLS,East Asia & Pacific,Lower middle income,2013,1184366,42.27781152,67.37654684,54.88168353
Tonga,TON,East Asia & Pacific,Upper middle income,2013,105328,92.99515818,99.76392928,54.59137172
Trinidad and Tobago,TTO,Latin America & Caribbean,High income,2013,1348248,92.14651868,96.94055907,144.1777032
Tunisia,TUN,Middle East & North Africa,Lower middle income,2013,11014558,91.7391984,93.59054578,115.4142091
Turkey,TUR,Europe & Central Asia,Upper middle income,2013,75787333,94.98231572,98.54168298,91.91655814
Tuvalu,TUV,East Asia & Pacific,Upper middle income,2013,10819,91.59199528,99.102512,31.42619466
Tanzania,TZA,Sub-Saharan Africa,Low income,2013,50636595,21.08784957,47.65957214,54.19563263
Uganda,UGA,Sub-Saharan Africa,Low income,2013,37553726,18.66089328,37.71166451,48.11412854
Ukraine,UKR,Europe & Central Asia,Lower middle income,2013,45489600,95.83928915,97.49938091,138.4411243
Uruguay,URY,Latin America & Caribbean,High income,2013,3408005,95.44466781,98.92181088,154.5756828
United States,USA,North America,High income,2013,316234505,99.96918825,99.18991585,98.46652501
Uzbekistan,UZB,Europe & Central Asia,Lower middle income,2013,30243200,100,,71.61955532
St. Vincent and the Grenadines,VCT,Latin America & Caribbean,Upper middle income,2013,109320,86.01616153,95.00283488,114.6889865
"Venezuela, RB",VEN,Latin America & Caribbean,Upper middle income,2013,30317848,94.90993028,97.40533833,101.9072297
British Virgin Islands,VGB,Latin America & Caribbean,High income,2013,29056,96.85797948,99.86438356,183.8036894
Virgin Islands (U.S.),VIR,Latin America & Caribbean,High income,2013,108044,97.59876782,99.9964,
Vietnam,VNM,East Asia & Pacific,Lower middle income,2013,91497725,75.1150819,89.06170803,135.2334793
Vanuatu,VUT,East Asia & Pacific,Lower middle income,2013,253142,53.40144023,88.98534211,50.26585869
Samoa,WSM,East Asia & Pacific,Upper middle income,2013,190757,96.99217833,95.42509605,52.36347814
Kosovo,XKX,Europe & Central Asia,Lower middle income,2013,1824100,,,
"Yemen, Rep.",YEM,Middle East & North Africa,Low income,2013,25576322,57.02956969,66.43454116,65.86052522
South Africa,ZAF,Sub-Saharan Africa,Upper middle income,2013,53767396,71.47563381,83.78025894,142.9589002
Zambia,ZMB,Sub-Saharan Africa,Lower middle income,2013,15153210,30.45980008,59.5926382,68.60461249
Zimbabwe,ZWE,Sub-Saharan Africa,Low income,2013,15054506,39.06346217,67.14762782,90.55871378
Aruba,ABW,Latin America & Caribbean,High income,2014,103795,97.54348112,97.86902338,134.5922251
Afghanistan,AFG,South Asia,Low income,2014,32758020,38.06794051,60.37934056,56.19133269
Angola,AGO,Sub-Saharan Africa,Lower middle income,2014,26920466,38.15968145,40.83034296,52.20027766
Albania,ALB,Europe & Central Asia,Upper middle income,2014,2889104,97.67665857,91.36792313,115.0261146
Andorra,AND,Europe & Central Asia,High income,2014,79223,100,100,83.61334461
United Arab Emirates,ARE,Middle East & North Africa,High income,2014,9070867,99.97711857,99.63191946,185.4180422
Argentina,ARG,Latin America & Caribbean,High income,2014,42981515,94.83720446,99.63200261,142.4663975
Armenia,ARM,Europe & Central Asia,Upper middle income,2014,2906220,91.5013985,98.46097011,119.0252975
American Samoa,ASM,East Asia & Pacific,Upper middle income,2014,55437,62.23292681,99.23164,
Antigua and Barbuda,ATG,Latin America & Caribbean,High income,2014,98875,87.50428238,96.73918628,121.4068268
Australia,AUS,East Asia & Pacific,High income,2014,23504138,100,99.95981995,106.7533735
Austria,AUT,Europe & Central Asia,High income,2014,8546356,99.97546187,100,150.0321433
Azerbaijan,AZE,Europe & Central Asia,Upper middle income,2014,9535079,87.85951155,83.85996419,111.0350828
Burundi,BDI,Sub-Saharan Africa,Low income,2014,9891790,50.47506664,55.82560793,32.28189236
Belgium,BEL,Europe & Central Asia,High income,2014,11209057,99.48606306,100,113.5087018
Benin,BEN,Sub-Saharan Africa,Low income,2014,10286712,13.64663264,66.57196136,84.19047797
Burkina Faso,BFA,Sub-Saharan Africa,Low income,2014,17585977,21.66566444,53.34132614,71.04746583
Bangladesh,BGD,South Asia,Lower middle income,2014,159405279,45.54657005,97.16855332,79.58713275
Bulgaria,BGR,Europe & Central Asia,Upper middle income,2014,7223938,85.97130783,99.25313069,131.3588553
Bahrain,BHR,Middle East & North Africa,High income,2014,1336397,100,100,174.2741117
"Bahamas, The",BHS,Latin America & Caribbean,High income,2014,382169,92.01119677,97.79174973,82.38292483
Bosnia and Herzegovina,BIH,Europe & Central Asia,Upper middle income,2014,3566002,94.7716812,97.66172958,97.90202025
Belarus,BLR,Europe & Central Asia,Upper middle income,2014,9474511,94.29979926,97.99461492,120.211978
Belize,BLZ,Latin America & Caribbean,Upper middle income,2014,351694,86.84184753,96.49823385,48.9914528
Bermuda,BMU,North America,High income,2014,65139,99.90314002,99.90314002,95.36565035
Bolivia,BOL,Latin America & Caribbean,Lower middle income,2014,10562159,51.65266254,92.04327575,98.94133387
Brazil,BRA,Latin America & Caribbean,Upper middle income,2014,204213133,85.34202449,97.23310213,137.468532
Barbados,BRB,Latin America & Caribbean,High income,2014,283385,96.45610169,98.13116783,107.7883445
Brunei Darussalam,BRN,East Asia & Pacific,High income,2014,411704,96.33451796,99.511322,109.8007306
Bhutan,BTN,South Asia,Lower middle income,2014,776448,62.32989343,97.55925857,80.43500659
Botswana,BWA,Sub-Saharan Africa,Upper middle income,2014,2168573,59.86425262,79.0795347,157.2696423
Central African Republic,CAF,Sub-Saharan Africa,Low income,2014,4515392,24.97566995,54.05103138,25.59290533
Canada,CAN,North America,High income,2014,35535348,98.5,99,80.85723896
Switzerland,CHE,Europe & Central Asia,High income,2014,8188649,99.8916371,100,135.486059
Channel Islands,CHI,Europe & Central Asia,High income,2014,162969,98.5,94.15,
Chile,CHL,Latin America & Caribbean,High income,2014,17613798,99.75843158,100,134.4441329
China,CHN,East Asia & Pacific,Upper middle income,2014,1364270000,74.07902865,94.94642359,92.51732892
Cote d'Ivoire,CIV,Sub-Saharan Africa,Lower middle income,2014,22531350,29.42505076,72.96658919,98.10586139
Cameroon,CMR,Sub-Saharan Africa,Lower middle income,2014,22239904,38.86903206,64.65038249,76.61480463
"Congo, Dem. Rep.",COD,Sub-Saharan Africa,Low income,2014,73722860,19.87738512,41.33926488,50.32761616
"Congo, Rep.",COG,Sub-Saharan Africa,Lower middle income,2014,4871101,14.94837952,67.54432728,101.2112046
Colombia,COL,Latin America & Caribbean,Upper middle income,2014,47791911,83.91655212,96.23099207,115.773299
Comoros,COM,Sub-Saharan Africa,Low income,2014,759385,34.14720071,83.68783431,50.43554982
Cabo Verde,CPV,Sub-Saharan Africa,Lower middle income,2014,526437,64.81787381,85.83201712,116.5149866
Costa Rica,CRI,Latin America & Caribbean,Upper middle income,2014,4757575,96.9961695,99.56335665,147.5628235
Cuba,CUB,Latin America & Caribbean,Upper middle income,2014,11439767,90.71861568,95.04383669,22.12240861
Curacao,CUW,Latin America & Caribbean,High income,2014,155909,98.81862531,99.37274522,123.0378501
Cayman Islands,CYM,Latin America & Caribbean,High income,2014,59172,95.55,96.125,153.8886636
Cyprus,CYP,Europe & Central Asia,High income,2014,1152309,99.42523446,100,130.1924519
Czech Republic,CZE,Europe & Central Asia,High income,2014,10525347,99.13648168,99.87970315,131.2739149
Germany,DEU,Europe & Central Asia,High income,2014,80982500,99.21849957,100,122.1381952
Djibouti,DJI,Middle East & North Africa,Lower middle income,2014,912164,51.33786157,76.89956361,31.46901215
Dominica,DMA,Latin America & Caribbean,Upper middle income,2014,72778,77.8927615,96.5,101.5224381
Denmark,DNK,Europe & Central Asia,High income,2014,5643475,99.59723091,100,126.4184626
Dominican Republic,DOM,Latin America & Caribbean,Upper middle income,2014,10405844,82.53737093,94.23369611,79.79685262
Algeria,DZA,Middle East & North Africa,Upper middle income,2014,39113313,87.32515785,93.26080864,110.6993263
Ecuador,ECU,Latin America & Caribbean,Upper middle income,2014,15903112,85.15977984,91.99015088,104.4181604
"Egypt, Arab Rep.",EGY,Middle East & North Africa,Lower middle income,2014,91812566,93.1179503,98.34867548,103.8158916
Eritrea,ERI,Sub-Saharan Africa,Low income,2014,,11.1566477,19.02070731,8.794691159
Spain,ESP,Europe & Central Asia,High income,2014,46480882,99.90439308,99.94356978,109.2094921
Estonia,EST,Europe & Central Asia,High income,2014,1314545,99.57397141,99.61532283,143.9327983
Ethiopia,ETH,Sub-Saharan Africa,Low income,2014,97366774,6.799605367,37.6198311,31.31458376
Finland,FIN,Europe & Central Asia,High income,2014,5461512,99.44794245,100,139.2489757
Fiji,FJI,East Asia & Pacific,Upper middle income,2014,885806,94.59066425,93.78419896,98.91285451
France,FRA,Europe & Central Asia,High income,2014,66316092,98.65270191,100,101.9229627
Faroe Islands,FRO,Europe & Central Asia,High income,2014,48842,90.88347572,100,119.3276279
"Micronesia, Fed. Sts.",FSM,East Asia & Pacific,Lower middle income,2014,104015,56.265166,88.3475924,
Gabon,GAB,Sub-Saharan Africa,Upper middle income,2014,1875713,40.80635005,87.1265383,156.3528642
United Kingdom,GBR,Europe & Central Asia,High income,2014,64613160,99.11379226,100,120.6796218
Georgia,GEO,Europe & Central Asia,Lower middle income,2014,3727000,85.64945836,92.94232768,135.2780045
Ghana,GHA,Sub-Saharan Africa,Lower middle income,2014,26962563,14.08363032,76.95875178,112.6034309
Gibraltar,GIB,Europe & Central Asia,High income,2014,34038,,99.61827037,111.6399318
Guinea,GIN,Sub-Saharan Africa,Low income,2014,11805509,21.0797828,66.49950057,73.55464301
"Gambia, The",GMB,Sub-Saharan Africa,Low income,2014,1917852,42.47959271,79.67319166,119.0754552
Guinea-Bissau,GNB,Sub-Saharan Africa,Low income,2014,1725744,20.81139244,68.13414444,64.22140248
Equatorial Guinea,GNQ,Sub-Saharan Africa,Upper middle income,2014,1129424,74.52304565,49.51047902,45.73481704
Greece,GRC,Europe & Central Asia,High income,2014,10892413,98.58750349,100,107.8108602
Grenada,GRD,Latin America & Caribbean,Upper middle income,2014,106360,78.30225647,95.62865044,110.1457315
Greenland,GRL,Europe & Central Asia,High income,2014,56295,99.36479956,100,107.8358341
Guatemala,GTM,Latin America & Caribbean,Upper middle income,2014,15923559,66.84420251,93.0882883,106.2062256
Guam,GUM,East Asia & Pacific,High income,2014,160967,90.35076551,99.6952,
Guyana,GUY,Latin America & Caribbean,Upper middle income,2014,763393,85.63836006,94.67870877,74.26122587
"Hong Kong SAR, China",HKG,East Asia & Pacific,High income,2014,7229500,96.35454546,100,235.725992
